order_id,product_id,add_to_cart_order
80629,13575,1
80629,10441,2
80629,30450,3
80629,37710,4
80629,38928,5
80629,13176,6
80629,16953,7
80629,41400,8
83395,30489,1
83395,47591,2
83395,24184,3
83395,260,4
83395,9339,5
83395,38293,6
83395,17828,7
83395,9871,8
83395,46979,9
83395,28535,10
83395,47526,11
83395,19019,12
83395,23879,13
83395,40604,14
83395,22035,15
83395,36865,16
83395,31506,17
83395,13829,18
83395,23541,19
83395,28842,20
83395,42625,21
83395,1529,22
83395,20920,23
83395,42647,24
83395,25931,25
83395,20632,26
83395,40706,27
83395,47042,28
83395,16797,29
83395,16185,30
85768,9387,1
85768,22615,2
85768,15363,3
85768,42904,4
85768,9623,5
85768,48015,6
85768,18880,7
86313,17948,1
86313,47500,2
86313,46969,3
86313,17794,4
86313,45200,5
86313,28278,6
86313,1158,7
86313,32299,8
86918,42913,1
86918,34690,2
86918,25170,3
86918,47805,4
86918,41483,5
86918,40974,6
86918,28805,7
86918,48437,8
86918,4817,9
86918,17008,10
86918,14905,11
86918,14147,12
86918,15599,13
86918,31487,14
86918,22608,15
86918,9387,16
86918,9076,17
86918,16855,18
86918,22999,19
86918,35042,20
86918,31087,21
88090,29447,1
91180,44815,1
91180,5024,2
91180,28601,3
91180,39558,4
91180,32267,5
91180,42585,6
91180,48493,7
91180,10246,8
91957,24838,1
91957,47759,2
91957,45061,3
91957,16965,4
91957,38563,5
91957,26709,6
91957,1689,7
91957,26604,8
91957,19604,9
91957,29908,10
91957,32942,11
91957,44008,12
91957,37055,13
91957,5124,14
91957,13643,15
91957,45965,16
91957,11262,17
91957,9551,18
94891,22199,1
94891,25146,2
97480,8277,1
97480,7559,2
97480,47209,3
97480,42445,4
97480,1463,5
97480,13176,6
97480,49235,7
97480,33100,8
97480,18288,9
97480,27104,10
97480,47672,11
100777,49424,1
100777,47626,2
100777,39180,3
100777,8021,4
100777,23543,5
100777,16752,6
100777,33290,7
100777,24852,8
103726,13176,1
103726,6182,2
103726,39877,3
103726,22825,4
103726,34409,5
103726,31720,6
103726,42701,7
103726,28476,8
103726,21903,9
107377,9339,1
107377,47672,2
107377,1463,3
107377,21137,4
107377,6348,5
107377,24489,6
107377,49235,7
107377,22935,8
107377,24184,9
107377,42294,10
107377,14717,11
107377,27730,12
107377,2309,13
107377,44303,14
107377,6719,15
107377,12935,16
107377,36082,17
107377,2228,18
113728,37710,1
113728,10441,2
113728,12427,3
113728,1747,4
113728,27839,5
114641,42265,1
114641,37646,2
114641,13176,3
114641,28769,4
118133,31222,1
118133,23423,2
118133,16393,3
121053,10895,1
121053,14267,2
121053,39121,3
121053,42828,4
121053,45066,5
121053,37999,6
121053,45628,7
121053,37602,8
121053,29871,9
121053,22963,10
121053,19019,11
121053,6361,12
121053,31683,13
121053,519,14
121053,49508,15
121053,17638,16
121053,40852,17
121053,27690,18
121053,9598,19
121053,15581,20
121053,45537,21
121053,13198,22
121053,43967,23
121053,30391,24
122274,4562,1
122274,13176,2
122274,28058,3
122274,27105,4
122274,48364,5
122274,12872,6
122274,26369,7
122274,21267,8
122274,21903,9
122274,28309,10
122274,29071,11
122274,22451,12
122274,5322,13
122960,29447,1
122960,30233,2
122960,29615,3
122960,48790,4
122960,18523,5
122960,33787,6
122960,30391,7
122960,47626,8
122960,44570,9
122960,41771,10
122960,13076,11
122960,29487,12
122960,14381,13
125610,31988,1
125610,20169,2
125610,1782,3
125610,32648,4
125610,31414,5
125610,13740,6
125610,32293,7
125610,19204,8
125610,3765,9
127769,28204,1
127769,24852,2
127769,5450,3
127769,8424,4
127769,17794,5
127769,30450,6
127769,21295,7
127769,19478,8
127769,32653,9
127769,12857,10
127769,7371,11
127769,1870,12
127769,48679,13
127769,28849,14
127769,30962,15
127769,9076,16
127769,33731,17
127769,43647,18
129025,3765,1
129025,1194,2
129152,46842,1
129152,43645,2
129152,30618,3
129152,48988,4
131991,19678,1
131991,7014,2
131991,6182,3
131991,47209,4
131991,47018,5
134879,42342,1
134879,23765,2
134879,39812,3
134879,46979,4
134879,39037,5
134879,40706,6
134879,39732,7
134879,2452,8
134879,7781,9
134879,4605,10
134879,24852,11
134879,47089,12
134879,32433,13
134879,45364,14
134879,39911,15
135696,44632,1
135696,30592,2
135696,10339,3
135696,14947,4
135696,31615,5
135696,23377,6
137318,38300,1
139882,33219,1
139882,7628,2
139882,25544,3
139882,14144,4
139882,11408,5
139882,2512,6
139882,10350,7
142873,24852,1
142873,40174,2
142873,26165,3
142873,30290,4
142873,8021,5
142873,3793,6
142873,11005,7
142873,24156,8
142873,26209,9
142873,24964,10
142873,15937,11
142873,46667,12
142873,48104,13
142873,21903,14
142873,46906,15
144358,27845,1
144358,21903,2
144358,24964,3
144358,22963,4
144358,36724,5
144358,16987,6
145694,8467,1
145694,5959,2
145694,37825,3
145694,40229,4
145694,7054,5
145694,46802,6
145694,2228,7
145694,34584,8
145694,24082,9
145694,13535,10
145694,42450,11
145694,49075,12
145694,24852,13
145694,36506,14
146991,13176,1
146991,42754,2
146991,18171,3
146991,14129,4
146991,24221,5
146991,22035,6
146991,8424,7
146991,26283,8
146991,39619,9
146991,24156,10
146991,13802,11
146991,23208,12
146991,34126,13
146991,41556,14
146991,44987,15
146991,4461,16
146991,7021,17
146991,17794,18
146991,37646,19
146991,10246,20
146991,24964,21
146991,13844,22
146991,12419,23
146991,35333,24
147262,196,1
148717,48493,1
148717,15984,2
148717,44815,3
148717,48220,4
148717,30510,5
148717,24852,6
148717,9092,7
148717,31727,8
148717,35939,9
148717,44359,10
148717,8670,11
148717,49175,12
150528,196,1
150528,43720,2
150528,13176,3
150528,39657,4
150528,10685,5
153527,45582,1
153527,47626,2
153527,26209,3
153527,16521,4
153527,35140,5
153527,30742,6
153527,48364,7
153527,9178,8
153527,19511,9
153527,41593,10
153527,45543,11
153527,47766,12
153527,29675,13
153527,1408,14
153527,7649,15
153527,30252,16
153527,24838,17
157374,27344,1
157374,24535,2
157374,43693,3
157374,40706,4
157374,16168,5
157374,21413,6
157374,13988,7
157374,3376,8
157374,8518,9
157374,26604,10
157374,11777,11
157374,5999,12
157550,6184,1
157550,13575,2
157550,9387,3
157550,22362,4
159678,38231,1
159678,1359,2
161814,29373,1
161814,29615,2
161814,27395,3
161814,48790,4
161814,21828,5
161814,39475,6
164627,11265,1
164627,13909,2
164627,22395,3
164627,5488,4
164627,22935,5
165754,5959,1
165754,8467,2
165754,24082,3
165754,34584,4
165754,24852,5
165754,46505,6
165754,27156,7
165754,43304,8
165754,32099,9
165754,18814,10
165754,42450,11
173172,31222,1
180919,6184,1
180919,10441,2
180919,46149,3
180919,196,4
180919,38928,5
180919,41400,6
180919,17231,7
180919,41787,8
180919,39408,9
180919,45920,10
181977,23044,1
181977,33731,2
181977,20588,3
181977,5077,4
181977,8615,5
182020,47209,1
182020,6182,2
182020,23165,3
182020,39877,4
182020,22825,5
182020,5612,6
182020,41950,7
182020,13176,8
182020,10831,9
182020,27104,10
182020,7014,11
182125,22328,1
194741,24964,1
194741,32096,2
194741,22935,3
194741,14966,4
196008,7249,1
196008,21903,2
207152,21903,1
207152,19057,2
207152,38656,3
207152,24838,4
207152,9839,5
207152,48364,6
207152,24964,7
207152,4562,8
207152,27105,9
207152,44389,10
207152,29071,11
218647,46069,1
218647,5612,2
218647,6341,3
218647,41950,4
218647,47018,5
221248,13176,1
221248,14992,2
221248,44422,3
221248,11520,4
221248,31506,5
221248,22959,6
221248,7120,7
221248,37687,8
221248,19006,9
221248,39667,10
221248,17794,11
221248,28134,12
221248,10863,13
221248,7076,14
221248,30489,15
221248,49683,16
221248,24390,17
221248,47509,18
221248,34243,19
221248,48364,20
221248,16185,21
221248,248,22
225381,30908,1
225381,44548,2
225381,18288,3
225381,24476,4
225381,23645,5
225381,2966,6
225381,13176,7
225812,43961,1
225812,4605,2
225812,45535,3
225812,5373,4
225812,5161,5
225812,4799,6
225812,21903,7
225812,13176,8
226861,1463,1
226861,30233,2
226861,47209,3
226861,21137,4
226861,33100,5
226861,43086,6
226861,25005,7
226861,38650,8
226861,24009,9
226861,24489,10
226861,17948,11
226861,49235,12
226861,16349,13
226861,6348,14
226861,46075,15
227361,12583,1
227361,17757,2
227361,12193,3
227361,32465,4
227361,32864,5
227361,25207,6
227361,9000,7
227361,39794,8
227361,4541,9
227361,22176,10
227361,47682,11
227361,47626,12
227361,2813,13
227361,12614,14
230851,1194,1
230851,35958,2
230851,20118,3
230851,33705,4
230851,5322,5
230851,17224,6
230851,38656,7
230851,6069,8
230851,5907,9
230851,457,10
230851,48210,11
230851,4455,12
232622,35607,1
232622,23148,2
232622,30511,3
232622,22559,4
232622,30307,5
232622,23405,6
232622,41973,7
232622,7557,8
232622,26312,9
232622,28199,10
232622,79,11
232622,11865,12
232622,18337,13
232622,37055,14
232622,48535,15
232622,24382,16
232622,21925,17
232622,43693,18
232622,7622,19
232622,22819,20
232622,4516,21
232622,41591,22
232622,36315,23
232622,49518,24
232622,13176,25
232622,31406,26
232622,12381,27
232622,45221,28
232721,19894,1
232721,18531,2
232721,17859,3
232721,31130,4
232721,9422,5
232721,22849,6
232721,46559,7
232721,41596,8
232721,25535,9
232721,4091,10
240889,12145,1
240889,11079,2
240889,22217,3
240889,21521,4
240889,44632,5
244623,42987,1
244623,45009,2
244623,13733,3
244623,24852,4
244623,38775,5
251784,2186,1
251784,42699,2
251784,25753,3
252244,12099,1
252244,28985,2
252244,27966,3
252244,1987,4
252244,45104,5
252244,19678,6
252244,40604,7
252244,17025,8
252244,6218,9
252244,29180,10
252244,6348,11
253625,35384,1
257099,47144,1
257099,36994,2
257099,32818,3
257099,27582,4
257099,12302,5
257099,1831,6
257099,1782,7
257099,6069,8
257099,17224,9
257099,43263,10
257099,19204,11
258751,26452,1
258751,1216,2
258751,37119,3
258751,45819,4
258751,10096,5
258751,22008,6
259674,21938,1
259674,2192,2
259674,44142,3
260590,36994,1
260590,32818,2
260590,1831,3
260590,40791,4
260590,27582,5
260590,12302,6
260590,18352,7
260590,1782,8
260590,6069,9
260590,17224,10
260590,16464,11
260590,19204,12
260590,43263,13
260590,20985,14
260590,43693,15
263949,19660,1
264488,14233,1
264488,33754,2
264488,4957,3
264488,46676,4
264488,18523,5
264488,22124,6
264488,33787,7
264488,40571,8
264488,45446,9
264488,32263,10
264488,39275,11
264488,27966,12
264488,21137,13
264488,35951,14
264488,2966,15
264488,13176,16
264488,38777,17
264488,248,18
266804,13259,1
266804,5258,2
266804,18023,3
266804,26604,4
266804,7088,5
267052,13176,1
267052,13280,2
267052,1695,3
267052,40146,4
267052,8277,5
275380,48493,1
275380,42585,2
275380,35951,3
275380,24964,4
275380,2597,5
275380,16145,6
278124,23054,1
278124,30599,2
278124,11079,3
278124,23801,4
278124,16759,5
278626,24098,1
278626,39275,2
278626,12381,3
278626,9290,4
278626,18439,5
278626,8866,6
278626,30353,7
278626,33394,8
279523,36135,1
279523,3672,2
279523,35510,3
279523,33731,4
279523,37220,5
279523,25659,6
279523,21903,7
279995,20865,1
279995,28279,2
279995,35669,3
279995,37751,4
279995,20345,5
279995,4660,6
279995,23224,7
280530,27973,1
280530,481,2
280530,27966,3
280530,33754,4
280530,4957,5
280530,13351,6
280530,40571,7
280530,38159,8
280530,38277,9
280530,5194,10
280530,5002,11
280530,13740,12
280530,26790,13
280530,6489,14
280530,16154,15
280530,27690,16
280530,45045,17
280530,19627,18
280530,43875,19
280530,45767,20
280530,47167,21
280530,16018,22
280530,8952,23
280530,7952,24
280530,311,25
280530,21108,26
280530,11790,27
280530,23592,28
280530,42828,29
280530,31066,30
291527,28058,1
291527,22035,2
291527,4269,3
291527,26351,4
291527,4983,5
298250,38293,1
298250,20323,2
298250,40992,3
298250,21903,4
298250,45007,5
298250,11068,6
298250,10644,7
300892,17924,1
309687,31720,1
309687,39877,2
309687,23165,3
309687,19678,4
309687,16249,5
309687,10831,6
309687,6341,7
309687,7014,8
309687,26800,9
309687,21137,10
309687,46667,11
311292,44142,1
311292,34356,2
311292,7021,3
311292,14462,4
311292,22935,5
311292,26165,6
311292,35221,7
319452,4920,1
319452,34137,2
319452,30571,3
319452,13176,4
319452,31717,5
319452,26209,6
319452,41950,7
319452,4605,8
319452,36522,9
319452,9339,10
319452,48595,11
322607,38689,1
322607,43768,2
322607,45007,3
322607,22849,4
322607,117,5
322607,9598,6
322607,48857,7
322607,47209,8
322607,48364,9
322607,30967,10
322607,7911,11
322607,13176,12
322607,37646,13
326173,23005,1
326173,14144,2
326173,29,3
326173,28299,4
326173,38230,5
326173,22395,6
326173,37107,7
326173,14197,8
326370,31988,1
326370,20169,2
326370,9532,3
326370,14761,4
326370,11815,5
326370,18059,6
326370,19204,7
326370,31414,8
326370,47144,9
327827,25931,1
327827,24852,2
327827,8518,3
327827,13932,4
327827,651,5
327827,45007,6
327827,19048,7
327827,45200,8
327827,9839,9
327827,19057,10
327827,40298,11
327827,38693,12
335423,21386,1
338550,15842,1
338550,8710,2
338550,47630,3
338550,13176,4
338550,33002,5
338550,5131,6
338550,4792,7
338550,11140,8
338550,29487,9
338550,33716,10
338550,49683,11
338550,47626,12
338996,2966,1
338996,24721,2
338996,44669,3
342306,12341,1
342306,6184,2
342306,10441,3
342306,46149,4
342306,196,5
343199,7350,1
343199,18534,2
343199,17762,3
343199,48544,4
343199,4591,5
343199,36463,6
343205,44578,1
343205,1713,2
343205,3579,3
343205,8193,4
343205,47626,5
343205,45582,6
343205,35140,7
343205,16521,8
343205,45543,9
343205,39225,10
343205,7175,11
343205,3751,12
343205,48775,13
343205,26209,14
343205,13368,15
343205,37198,16
343205,27966,17
343205,49533,18
343205,42896,19
343588,196,1
343588,49235,2
343588,16953,3
343588,30450,4
343588,39275,5
343588,13575,6
343588,43352,7
343588,37710,8
348137,7350,1
348137,18534,2
348137,7026,3
348137,17040,4
348137,19766,5
348137,16486,6
348137,29589,7
348137,25307,8
348137,21187,9
348137,16797,10
348137,14146,11
348137,9641,12
348137,7992,13
356022,34126,1
356022,16249,2
356022,13176,3
356022,17948,4
356022,27695,5
356022,35951,6
356022,18234,7
356022,26369,8
356022,33731,9
356022,38693,10
356022,17794,11
357849,6182,1
357849,5612,2
357849,37552,3
357849,47018,4
357849,11933,5
357849,27959,6
358148,24852,1
358148,27307,2
358148,24759,3
358148,8670,4
358148,31717,5
358148,22935,6
358148,49236,7
358148,32828,8
360105,5334,1
360105,30552,2
360105,44096,3
360105,31040,4
360105,22343,5
360105,18471,6
360105,3172,7
360105,28468,8
360105,42768,9
360105,18567,10
360105,32857,11
360105,41437,12
360105,38758,13
360105,6341,14
361493,25718,1
363366,47144,1
363366,27582,2
363366,1782,3
363366,32648,4
363366,31334,5
364423,48857,1
364423,117,2
364423,18531,3
364423,5785,4
364423,9598,5
364423,30967,6
364423,33055,7
364423,33290,8
364423,19730,9
364423,33754,10
364423,29662,11
364423,23165,12
364423,22849,13
364423,48745,14
364423,42356,15
364423,22124,16
364423,22025,17
364423,32537,18
364423,48953,19
364423,17200,20
364423,41408,21
364423,13519,22
364423,18113,23
364423,26324,24
369015,47272,1
369015,37999,2
369015,21137,3
369015,12196,4
369015,23712,5
370715,36543,1
370715,39185,2
370715,39170,3
370715,49615,4
370715,48800,5
370715,9875,6
370715,12879,7
370715,48290,8
370715,6128,9
370715,48118,10
370715,38233,11
370715,29267,12
370715,38053,13
370956,29615,1
373535,6182,1
373535,13176,2
373535,39877,3
373535,22825,4
373535,23165,5
373535,45007,6
373535,12409,7
374526,47660,1
374526,43279,2
374526,17924,3
374526,47965,4
374526,20754,5
374526,45084,6
374526,23451,7
375303,21386,1
375303,27839,2
375303,45128,3
378070,44142,1
378070,47766,2
378070,31506,3
378070,3989,4
378070,20842,5
378070,39180,6
378070,26165,7
378070,44514,8
378070,28849,9
378070,8670,10
378070,34126,11
378070,45535,12
378070,39558,13
378457,43693,1
378457,49518,2
378457,13176,3
378457,36086,4
378457,22559,5
378457,11865,6
378457,31829,7
378457,23410,8
378457,9290,9
378457,22819,10
378457,18439,11
378457,258,12
378457,3919,13
378457,30428,14
379097,2846,1
379097,44359,2
379097,21938,3
379097,1376,4
379097,13431,5
379097,7644,6
380972,36107,1
380972,21372,2
380972,17858,3
380972,5374,4
380972,21376,5
383458,8277,1
383458,30839,2
383458,7559,3
383458,47209,4
383458,43086,5
383458,42445,6
383458,25598,7
383458,13176,8
383458,49235,9
383458,24964,10
383458,47672,11
388415,11642,1
388415,32293,2
388415,29285,3
388415,14761,4
388415,31988,5
388415,13740,6
388415,20169,7
389760,38689,1
389760,32553,2
389760,18288,3
389760,45392,4
390867,21137,1
390867,49235,2
390867,47672,3
390867,12935,4
390867,43086,5
390867,22935,6
390867,25659,7
390867,42445,8
390867,25598,9
390867,15438,10
390867,44491,11
390867,27104,12
394109,31553,1
394109,29447,2
394109,33000,3
394109,17200,4
394109,29615,5
394109,18132,6
394109,27104,7
394109,29487,8
394109,39719,9
394109,30233,10
394109,15937,11
398975,22610,1
398975,42987,2
398975,40574,3
398975,26152,4
398975,45009,5
398975,41164,6
398975,33379,7
398975,13733,8
398975,35921,9
398975,14814,10
400661,939,1
400661,19204,2
400661,36994,3
400661,49520,4
400661,36316,5
400661,11699,6
400661,1545,7
400661,6069,8
400661,18281,9
400661,1782,10
400661,27582,11
400661,8490,12
400661,31404,13
400661,49628,14
408636,24852,1
408636,19019,2
408636,23236,3
408636,21137,4
409708,11079,1
409708,46995,2
409708,22217,3
409708,39361,4
409708,14852,5
409708,29675,6
412111,22217,1
412111,39361,2
412111,11079,3
412111,46995,4
412111,4406,5
412111,15755,6
412111,22208,7
412111,21521,8
412111,42626,9
412136,33303,1
412136,13176,2
412136,6182,3
412136,23165,4
412136,9839,5
412136,34409,6
412136,6341,7
412136,24487,8
412136,48679,9
412136,5612,10
414538,32655,1
414538,2450,2
414538,39279,3
414538,33100,4
414538,33636,5
414538,42110,6
414538,42063,7
414538,7559,8
414538,9171,9
414538,7228,10
414538,24382,11
414538,17807,12
414538,42450,13
414538,34217,14
414538,2435,15
414538,6750,16
414538,47223,17
415389,7350,1
415389,47141,2
415389,18534,3
415389,17762,4
415389,5077,5
415389,42356,6
419099,30776,1
419099,45603,2
419099,48559,3
419099,20794,4
419099,6287,5
419099,19894,6
419099,14233,7
419099,1194,8
419099,3765,9
419099,4781,10
419099,18362,11
419099,2966,12
419099,15429,13
423262,24799,1
423262,13176,2
423262,27555,3
423262,34217,4
423262,5699,5
423262,39928,6
423262,17044,7
423262,29926,8
423262,22035,9
423262,25999,10
423623,46995,1
423623,11079,2
423623,44632,3
423623,21521,4
423623,16759,5
423623,17072,6
423623,42626,7
423623,29298,8
431534,196,1
431534,12427,2
431534,10258,3
431534,25133,4
431534,10326,5
431534,17122,6
431534,41787,7
431534,13176,8
431626,35899,1
431626,45767,2
431626,44479,3
431626,32734,4
431626,27040,5
431626,34065,6
431626,49533,7
431626,33709,8
431626,41177,9
431626,47209,10
431626,16797,11
431626,26604,12
431626,11777,13
431626,21477,14
431626,48235,15
434668,48857,1
434668,5785,2
434668,117,3
434668,30967,4
434668,18531,5
434668,17200,6
434668,42356,7
434668,35108,8
434668,22025,9
434668,45,10
434668,48953,11
434668,41757,12
434668,41319,13
434668,48745,14
434668,28720,15
434668,19730,16
434668,2825,17
434668,13519,18
434668,18113,19
434668,25647,20
434668,47861,21
434668,26940,22
434668,9839,23
434668,42244,24
434668,15011,25
434668,40519,26
435581,42828,1
435581,29487,2
435581,45646,3
435581,3599,4
435581,1208,5
435581,13176,6
435581,32734,7
440272,33318,1
440272,32648,2
440272,36866,3
440272,36994,4
440272,19204,5
440272,939,6
441977,2826,1
441977,39013,2
441977,27729,3
443742,5876,1
443742,21137,2
443742,47672,3
443742,13176,4
443742,7559,5
443742,35383,6
443742,16185,7
443742,16617,8
443742,13409,9
443742,33100,10
444309,38596,1
444309,21903,2
444309,248,3
444309,40604,4
444309,8021,5
444309,17668,6
444309,21137,7
444309,23650,8
444309,32402,9
446247,21386,1
450929,24852,1
450929,16920,2
450929,44919,3
450929,16020,4
450929,9199,5
450929,26172,6
450929,4210,7
450929,36810,8
450929,42736,9
450929,46453,10
450929,48171,11
450929,43352,12
450929,9076,13
450929,16797,14
450929,36086,15
453864,44632,1
453864,22217,2
453864,21521,3
453864,42626,4
453864,7673,5
453864,11079,6
453864,46995,7
455561,19348,1
455561,2180,2
455561,22524,3
455561,38154,4
455561,8204,5
455561,39891,6
455561,41273,7
455561,24852,8
455561,36784,9
455561,46480,10
455561,9647,11
455561,18104,12
455561,43961,13
455561,21288,14
455561,11777,15
455561,25272,16
455561,29223,17
455561,43181,18
455561,6352,19
455561,47941,20
455561,4920,21
455561,36477,22
457048,35547,1
457048,24518,2
457048,34126,3
457048,47766,4
457048,28993,5
457048,39993,6
457048,32030,7
457048,42585,8
457048,27229,9
457048,45290,10
457048,43789,11
457048,44142,12
457048,21940,13
457048,45066,14
457048,21903,15
457048,37766,16
457048,46802,17
457048,24852,18
457048,43961,19
457048,25005,20
457048,7969,21
457048,21137,22
457048,39275,23
457048,9076,24
457048,28156,25
457048,45104,26
457048,4605,27
457048,4942,28
457048,25466,29
457048,210,30
457048,14168,31
457048,39619,32
457048,13587,33
458687,40709,1
458687,5612,2
458687,6341,3
458687,6182,4
458687,21174,5
461359,48857,1
461359,38689,2
461359,18531,3
461359,35108,4
461359,33754,5
461359,9385,6
461359,6788,7
461359,32537,8
461359,42356,9
461359,26324,10
461359,45007,11
461359,27104,12
461359,24263,13
461359,42686,14
461359,24471,15
461359,43192,16
461359,29311,17
461860,19204,1
461860,8490,2
461860,13740,3
461860,32818,4
461860,31404,5
461860,49628,6
461860,36316,7
461860,1545,8
461860,939,9
461860,11699,10
461860,49520,11
461860,18281,12
461860,6069,13
461860,1782,14
461860,43713,15
462713,1073,1
462713,18653,2
462713,21616,3
462713,37131,4
462713,22695,5
462713,5955,6
462713,33663,7
462713,47962,8
462713,35042,9
462713,38271,10
462713,10151,11
462713,43632,12
462713,26172,13
463436,24852,1
463436,42828,2
463436,41896,3
463436,3599,4
463436,32734,5
463436,40411,6
463436,1208,7
465170,6184,1
465170,21386,2
465262,21137,1
465262,4920,2
465262,17638,3
465262,14129,4
465262,13176,5
465262,42697,6
465262,47439,7
465767,48287,1
465767,27695,2
465767,27541,3
